"","X","Length","Width","MeanThick","Max_Thick","Weight","Surface.Plat","Platfom_Depth","Cortex","No_Scars","Termination_type","EPA","Log_Weight","Log_Max_Thick","Log_Plat","Log_Plat_De"
"21",21,32.8,36.4,11.7666666666667,13.7,9.5,38.7,4.5,5,3,"Feather",69,0.977723605288848,1.13672056715641,1.58771096501891,0.653212513775344
"22",22,26.6,16,3.9,5,1.86,25.1013253021824,3.4,5,3,"Feather",74,0.269512944217916,0.698970004336019,1.39969665200813,0.531478917042255
"23",23,59.6,20.4,9.13333333333333,9.8,12.91,38.88,7.2,5,1,"Feather",65,1.11092624226642,0.991226075692495,1.58972625625424,0.857332496431269
"24",24,16.5,36.2,6.63333333333333,7.1,3.53,28.91,5.9,5,1,"Hinge",56,0.547774705387823,0.851258348719075,1.46104809167066,0.770852011642144
"25",25,34.3,25.4,11.2,14.1,11.48,115.7,13,3,2,"Feather",56,1.05994188806195,1.14921911265538,2.06333335895175,1.11394335230684
"26",26,28,27.2,7,7.1,5.36,31.11,5.1,5,3,"Feather",66,0.72916478969277,0.851258348719075,1.4929000111087,0.707570176097936
"27",27,23,15.8,6.33333333333333,7.3,2.13,4.71238898038469,2,5,2,"Feather",55,0.328379603438738,0.863322860120456,0.673241131749815,0.301029995663981
"28",28,37.1,29.3,7.56666666666667,9.6,6.55,19.92,4.8,5,2,"Inflexed",98,0.816241299991783,0.982271233039568,1.29928933408768,0.681241237375587
"29",29,31.3,23.4,6.46666666666667,10.3,3.43,23.075,6.5,5,2,"Feather",86,0.535294120042771,1.01283722470517,1.36314170969795,0.812913356642856
"30",30,57.4,37.9,9.43333333333333,12.3,22.36,46.4,8,5,3,"Feather",76,1.34947179921439,1.0899051114394,1.66651798055488,0.903089986991944
"31",31,40.1,35.1,15.5,20.9,20.41,136,8,5,2,"Feather",77,1.30984300471607,1.32014628611105,2.13353890837022,0.903089986991944
"32",32,31.7,35.2,8.76666666666667,10.5,10.72,25.74,4.4,3,2,"Feather",72,1.03019478535675,1.02118929906994,1.41060854256837,0.643452676486187
"33",33,27.2,25.8,7.46666666666667,9.3,5.12,69.69,10.1,4,3,"Feather",64,0.709269960975831,0.968482948553935,1.8431704645199,1.00432137378264
"34",34,49.3,38.6,10.1333333333333,12.5,16.9,75.375,6.7,5,4,"Feather",75,1.22788670461367,1.09691001300806,1.87722732514821,0.826074802700826
"35",35,37.1,25.1,6.5,8.9,5.78,15.0325208474272,3.3,5,2,"Feather",79,0.761927838420529,0.949390006644913,1.177031814807,0.518513939877887
"36",36,29.5,29.1,4.96666666666667,6.3,4.01,11.1605079018777,2.9,5,2,"Feather",55,0.603144372620182,0.799340549453582,1.04768395929364,0.462397997898956
"37",37,40,26.1,5.76666666666667,7.6,6.98,28.08,5.2,5,3,"Feather",75,0.843855422623161,0.880813592280791,1.44839710345777,0.716003343634799
"38",38,39.2,47.7,10.5333333333333,13.8,11.87,86.92,5.3,4,3,"Feather",85,1.07445071895459,1.13987908640124,1.93911971764849,0.724275869600789
"39",39,64.9,33,17.8333333333333,18.5,37.23,85.12,12.8,5,3,"Feather",84,1.57089303621839,1.26717172840301,1.93003161495097,1.10720996964787
"40",40,51.1,57,18.5333333333333,20.8,49.56,53.6,8,5,3,"Feather",65,1.69513129770403,1.31806333496276,1.72916478969277,0.903089986991944
"41",41,62.9,36,6.83333333333333,7.8,12.26,50.325,5.5,5,3,"Feather",76,1.0884904701824,0.89209460269048,1.70178378356069,0.740362689494244
"42",42,73.5,74.5,14.8666666666667,24.5,68.7,189.07,14.6,5,2,"Feather",55,1.83695673705955,1.38916608436453,2.27662262420171,1.16435285578444
"43",43,60.3,65.9,11.8333333333333,13.5,36.07,62.8,8,5,3,"Feather",75,1.55714614231836,1.13033376849501,1.7979596437372,0.903089986991944
"44",44,59.6,59.5,13.8666666666667,19.3,50.71,75.435,4.7,5,4,"Inflexed",68,1.70509361054787,1.28555730900777,1.87757289467661,0.672097857935718
"45",45,20.8,29.3,6.4,8,3.53,25.5,6,5,2,"Feather",60,0.547774705387823,0.903089986991944,1.40654018043396,0.778151250383644
"46",46,36.3,48.3,17.1333333333333,21.3,18.36,96.46,10.6,5,2,"Feather",65,1.26387267686522,1.32837960343874,1.98434725758586,1.02530586526477
"47",47,46.4,41,12.3666666666667,16.9,24.23,119.795,9.7,5,3,"Feather",53,1.38435341413751,1.22788670461367,2.07843869186193,0.986771734266245
"48",48,34,46.8,7.66666666666667,9.3,13.1,62.7,3,5,3,"Feather",70,1.11727129565576,0.968482948553935,1.79726754083072,0.477121254719662
"49",49,21.9,33.1,5.83333333333333,6.3,5.04,76.5920288945192,5.3,5,1,"Feather",70,0.702430536445525,0.799340549453582,1.8841835739765,0.724275869600789
"50",50,21.2,36.7,5.33333333333333,7.1,3.94,43.89,5.7,5,1,"Feather",66,0.595496221825574,0.851258348719075,1.64236558084497,0.755874855672491
"51",51,59,49.5,9.46666666666667,12.6,21.36,85.33,5.3,2,1,"Feather",65,1.32960124835652,1.10037054511756,1.93110174563264,0.724275869600789
"52",52,21.1,44,5.46666666666667,7,3.85,19.9569673319292,3.3,5,2,"Feather",71,0.585460729508501,0.845098040014257,1.30009454641654,0.518513939877887
"53",53,28.5,36.6,6.36666666666667,7.1,6.6,28.98,4.6,5,3,"Feather",69,0.819543935541869,0.851258348719075,1.46209838113516,0.662757831681574
"54",54,37.1,64.3,10.2,11.8,24.51,107.206849303752,6.5,3,2,"Feather",69,1.38934331125208,1.07188200730613,2.03022253274295,0.812913356642856
"55",55,56.7,39,10.4333333333333,12.8,26.21,191.08,13.6,2,2,"Feather",66,1.4184670209466,1.10720996964787,2.28121523261132,1.13353890837022
"56",56,46.8,47.5,10.5333333333333,12.5,18.99,126,8.4,3,3,"Feather",69,1.27852496473702,1.09691001300806,2.10037054511756,0.924279286061882
"57",57,46.8,31.6,9.03333333333333,11,12.75,38.36,5.6,4,3,"Feather",56,1.10551018476997,1.04139268515823,1.58387859849863,0.7481880270062
"58",58,45.8,51.9,7.56666666666667,8.3,20.09,52.2,5.8,2,2,"Feather",64,1.30297993674825,0.919078092376074,1.71767050300226,0.763427993562937
"59",59,29.3,27.2,5.86666666666667,6.8,4.09,41.14,6.8,4,2,"Feather",81,0.611723308007342,0.832508912706236,1.61426428735871,0.832508912706236
"60",60,21.9,21.7,5.43333333333333,5.7,2.1,30.96,4.3,5,1,"Feather",85,0.322219294733919,0.755874855672491,1.49080095201085,0.633468455579587
"61",61,36.6,30.7,4.33333333333333,4.8,4.43,36.66,5.2,4,2,"Feather",74,0.64640372622307,0.681241237375587,1.5641924606262,0.716003343634799
"62",62,29.6,26.5,6.16666666666667,6.9,6.01,51.66,6.3,2,1,"Feather",65,0.77887447200274,0.838849090737255,1.7131544018373,0.799340549453582
"63",63,39.5,44.7,6.06666666666667,8.9,10.12,92.82,8.4,1,0,"Feather",56,1.00518051250378,0.949390006644913,1.96764156408301,0.924279286061882
"64",64,53.4,63.5,8.93333333333333,11.5,30.29,130.061935858617,8,1,0,"Hinge",66,1.48129927333286,1.06069784035361,2.11415021381503,0.903089986991944
"65",65,29.9,46.4,7.36666666666667,9.6,8.76,62.7,9.5,1,0,"Feather",68,0.942504106168081,0.982271233039568,1.79726754083072,0.977723605288848
"66",66,25,36.7,7.1,9.1,6.27,108.3,7.6,2,1,"Feather",50,0.797267540830716,0.959041392321094,2.03462845662532,0.880813592280791
"67",67,36.1,45.3,5.5,6.4,9.01,28.085,4.1,2,1,"Feather",71,0.954724790979063,0.806179973983887,1.44847442821216,0.612783856719735
"68",68,25.2,34.8,4.2,5,3.35,41,5,4,2,"Feather",65,0.525044807036845,0.698970004336019,1.61278385671974,0.698970004336019
"69",69,19.7,24.4,5.06666666666667,6,2.22,21.34,4.4,2,1,"Feather",64,0.346352974450639,0.778151250383644,1.32919441508845,0.643452676486187
"70",70,26.2,42.9,9,12.5,10.81,115.359282239817,10.8,1,0,"Feather",65,1.03382569395331,1.09691001300806,2.06205254522334,1.03342375548695
"71",71,42.8,50.2,8.96666666666667,11.3,14.55,55.5590660787355,5.4,1,0,"Feather",64,1.16286299332193,1.05307844348342,1.7447549368449,0.732393759822969
"72",72,65.2,39.4,15.2333333333333,17.1,30.63,35.175,6.7,4,2,"Feather",55,1.48614699680657,1.23299611039215,1.54623410610678,0.826074802700826
"73",73,64.9,42.2,15.4,17.7,42.76,130.82,12.4,5,4,"Feather",66,1.63103769653674,1.24797326636181,2.11667414479595,1.09342168516224
"74",74,66.5,48.4,7.93333333333333,8.6,24.26,109.2,9.1,3,2,"Feather",60,1.38489079653055,0.934498451243568,2.03822263836872,0.959041392321094
"75",75,63.1,44.8,11.6333333333333,14.6,33.14,61.92,8.6,1,0,"Feather",68,1.52035250408332,1.16435285578444,1.79183094767484,0.934498451243568
"76",76,37.2,29.1,5.66666666666667,8.1,7.32,39.75,5.3,3,2,"Hinge",65,0.864511081058392,0.90848501887865,1.59933713299249,0.724275869600789
"77",77,61.3,40.4,15.1,17,42.51,63.6172512351933,4.5,2,1,"Feather",74,1.62849110496712,1.23044892137827,1.80357490024482,0.653212513775344
"78",78,67,48.7,6.56666666666667,9.5,25.53,74,8,1,0,"Feather",72,1.40705081480425,0.977723605288848,1.86923171973098,0.903089986991944
"79",79,44.9,54,12.1,16.6,26.29,85.56,9.2,3,1,"Feather",72,1.41979058610636,1.22010808804006,1.93227077589949,0.963787827345555
"80",80,62.5,59.8,10.9333333333333,12.3,43.44,149.175,6.5,3,3,"Feather",65,1.63788981658079,1.0899051114394,2.17369604651614,0.812913356642856
"81",81,46.7,44,6.66666666666667,9.3,13.43,95.04,8.8,5,2,"Hinge",69,1.12807601266872,0.968482948553935,1.97790642763712,0.944482672150169
"82",82,46.1,28.2,7.23333333333333,10.2,8.41,76.23,6.6,4,2,"Feather",63,0.924795995797912,1.00860017176192,1.88212591977003,0.819543935541869
"83",83,61.5,56.5,10,11.9,29.64,120.5,24.1,5,4,"Feather",76,1.47187819930729,1.07554696139253,2.08098704691089,1.38201704257487
"84",84,71.1,50.8,9.43333333333333,10.9,25.76,63.92,6.8,5,4,"Feather",70,1.41094585868777,1.03742649794062,1.80563676630593,0.832508912706236
"85",85,74,44.5,12.7,14.7,45.23,199.555,10.7,5,3,"Feather",65,1.65542658774592,1.16731733474818,2.30006261382992,1.02938377768521
"86",86,69.8,45.2,9.76666666666667,13.4,28.66,62.7,4.4,4,3,"Feather",56,1.45727618606133,1.12710479836481,1.79726754083072,0.643452676486187
"87",87,83,41.7,12.4666666666667,14.2,39.97,53.295,5.7,5,5,"Feather",65,1.6017341482601,1.15228834438306,1.72668646654501,0.755874855672491
"88",88,74.1,45,6.96666666666667,9.3,26.89,30.21,5.3,5,4,"Feather",75,1.4295908022233,0.968482948553935,1.48015072527328,0.724275869600789
"89",89,40.4,42.7,4.2,5.4,6.93,67.92,4.8,5,2,"Feather",83,0.840733234611807,0.732393759822969,1.8319976772359,0.681241237375587
"90",90,47.2,48,15.0333333333333,19.9,37.34,110.16,10.8,5,4,"Feather",75,1.57217431361306,1.29885307640971,2.04202392724887,1.03342375548695
"91",91,45,40,5.96666666666667,8.1,8.66,43.3539786195391,4,5,3,"Feather",74,0.937517892017347,0.90848501887865,1.63702895909537,0.602059991327962
"92",92,74.2,43.8,7.16666666666667,8.5,15.36,41.8,5.5,5,4,"Feather",76,1.18639121569549,0.929418925714293,1.62117628177504,0.740362689494244
"93",93,60.8,58.5,7.83333333333333,8.9,23.1,15.3388261311522,3.1,2,1,"Feather",80,1.36361197989214,0.949390006644913,1.18579212465403,0.491361693834273
"94",94,50.6,54.3,13.3333333333333,19.4,48.01,78.57,5.4,2,1,"Feather",59,1.68133170596917,1.28780172993023,1.89525675314489,0.732393759822969
"95",95,60,41.2,8.83333333333333,11.3,25,64.155,4.7,2,2,"Feather",56,1.39794000867204,1.05307844348342,1.80723050931249,0.672097857935718
"96",96,48.6,34.5,13.1,14.7,21.9,222.48,10.8,3,2,"Feather",72,1.34044411484012,1.16731733474818,2.3472909758561,1.03342375548695
"97",97,62.6,52.6,12.4333333333333,15.5,29.21,237.14,14.2,4,2,"Feather",70,1.46553155697355,1.19033169817029,2.37500481553064,1.15228834438306
"98",98,65.1,50,15.4,19.2,38.31,119.36,6.4,3,2,"Feather",70,1.58331215198308,1.28330122870355,2.07685881012859,0.806179973983887
"99",99,48.8,43.4,8.06666666666667,10.4,19.22,9.42477796076938,2,2,1,"Feather",54,1.28375338333253,1.01703333929878,0.974271127413796,0.301029995663981
"100",100,44.9,47.5,9.26666666666667,10.9,13.41,33,5,2,1,"Feather",85,1.1274287778516,1.03742649794062,1.51851393987789,0.698970004336019
"101",101,43.1,33.2,11.4333333333333,13.7,17.23,46.8,7.8,3,3,"Feather",56,1.23628527744803,1.13672056715641,1.67024585307412,0.89209460269048
"102",102,39.5,46.9,10.1333333333333,13.4,13.9,120.625,12.5,2,2,"Feather",56,1.1430148002541,1.12710479836481,2.08143732635185,1.09691001300806
"103",103,60.6,52.4,11.0666666666667,15.1,27.37,168.2,11.6,1,0,"Feather",65,1.43727479741012,1.17897694729317,2.22582599146189,1.06445798922692
"104",104,66.8,40.8,9.4,10.5,25.98,108.102203210025,6.2,5,4,"Feather",67,1.41463914673701,1.02118929906994,2.03383454531506,0.792391689498254
"105",105,84.4,46,15.1333333333333,17.4,78.35,108,12,4,5,"Feather",69,1.89403900080461,1.2405492482826,2.03342375548695,1.07918124604762
"106",106,39.6,48.5,13,17.2,20.57,26.145,6.3,5,3,"Feather",70,1.31323429169472,1.23552844690755,1.41738864616567,0.799340549453582
"107",107,49.8,38.1,5.83333333333333,7.5,10.97,22.5487812711407,3.3,5,2,"Feather",71,1.04020662757471,0.8750612633917,1.35312307386268,0.518513939877887
"108",108,59.7,38.2,6.56666666666667,7.5,17.95,92.96,5.6,5,4,"Feather",68,1.25406445291434,0.8750612633917,1.96829611504626,0.7481880270062
"109",109,81.7,49.1,14.6666666666667,19.3,48.31,143.22,9.3,4,3,"Feather",75,1.68403703748652,1.28555730900777,2.1560036693904,0.968482948553935
"110",110,86.6,84.5,10.8333333333333,11.5,50.75,97.16,5.6,3,2,"Feather",76,1.70543604658525,1.06069784035361,1.98748750613309,0.7481880270062
"111",111,51.4,36.8,11.2666666666667,14,20.51,221.88,12.9,5,3,"Feather",70,1.31196566036837,1.14612803567824,2.3461181572068,1.11058971029925
"112",112,82.1,54.2,12.5666666666667,15.6,55.89,215.45,13.9,3,3,"Hinge",60,1.7473341096159,1.19312459835446,2.33334649842439,1.1430148002541
"113",113,52.8,42.8,8.1,10.7,19.38,10.8384946548848,2.3,3,1,"Hinge",70,1.28735377271475,1.02938377768521,1.03496896776741,0.361727836017593
"114",114,81,65.4,19.8666666666667,26.5,121.41,241.022988383409,11.2,1,0,"Feather",59,2.08425445911123,1.42324587393681,2.38205846685674,1.04921802267018
"115",115,56.4,31.7,10.1666666666667,12.9,18.2,106.605,10.3,4,1,"Feather",61,1.26007138798507,1.11058971029925,2.02777757449811,1.01283722470517
"116",116,50.5,21.1,7.63333333333333,8.2,8.52,38.43,6.1,1,0,"Feather",80,0.9304395947667,0.913813852383717,1.58467038446435,0.785329835010767
"117",117,61.4,72,13.7666666666667,17.7,51.24,325.875,16.5,2,1,"Feather",80,1.70960912107265,1.24797326636181,2.51305104417639,1.21748394421391
"118",118,84.5,67.5,23.6,29.8,136.71,141.36,12.4,2,1,"Feather",72,2.13580028330211,1.47421626407626,2.15032653649871,1.09342168516224
"119",119,59.5,57.3,12.7,15.1,32.42,38.86,5.8,2,1,"Feather",86,1.5108130105125,1.17897694729317,1.58950279626376,0.763427993562937
"120",120,58.7,77.4,14.8,16.9,54.47,88.92,7.8,2,1,"Feather",71,1.73615737527313,1.22788670461367,1.94899945402695,0.89209460269048
"121",121,42.9,44.5,7.9,8.6,9.58,43.42,5.2,1,0,"Feather",50,0.981365509078544,0.934498451243568,1.6376898191184,0.716003343634799
"122",122,43,43.1,9.9,15.1,21.39,236.22,9.3,1,0,"Feather",75,1.33021078457153,1.17897694729317,2.37331666517387,0.968482948553935
"123",123,37.6,44.4,7.23333333333333,9.8,11.75,82.225,6.5,3,2,"Feather",65,1.07003786660776,0.991226075692495,1.91500388215469,0.812913356642856
"124",124,49.2,43.9,8.83333333333333,11.7,20.68,59.985,9.3,3,2,"Feather",72,1.3155505344219,1.06818586174616,1.7780426631892,0.968482948553935
"125",125,51.8,39.4,11,14.2,17.97,53.72,6.8,2,1,"Feather",45,1.25454807710897,1.15228834438306,1.73013600399668,0.832508912706236
"126",126,52.4,25.3,6.23333333333333,9.7,7.46,36.34,4.6,2,1,"Feather",75,0.872738827472669,0.986771734266245,1.56038492297202,0.662757831681574
"127",127,72.3,51.7,13.6,15.2,49.28,104.49,5.4,5,5,"Hinge",75,1.69267069915637,1.18184358794477,2.0190747291779,0.732393759822969
"128",128,47.8,70.2,10.4333333333333,11.3,33.18,21.06,5.4,5,4,"Feather",85,1.52087638168834,1.05307844348342,1.32345836684947,0.732393759822969
"129",129,68,34,13.4333333333333,16.7,36.2,140.315,13.3,4,3,"Feather",74,1.55870857053317,1.22271647114758,2.1471041006008,1.12385164096709
"130",130,45.5,76,9.8,11.6,37.16,110.37,7.8,2,1,"Hinge",85,1.5700757053216,1.06445798922692,2.04285104255079,0.89209460269048
"131",131,66.6,38.4,11.4666666666667,13.7,33.33,209.185,10.7,1,0,"Feather",82,1.52283531366053,1.13672056715641,2.3205305394171,1.02938377768521
"132",132,57.2,74.6,12.9,14.4,54.75,117.81,15.3,2,1,"Hinge",60,1.73838412351216,1.15836249209525,2.07118215599008,1.1846914308176
"133",133,56.5,57.2,11,14.3,39.9,232.47,12.3,1,0,"Feather",50,1.60097289568675,1.15533603746506,2.36636691561264,1.0899051114394
"134",134,63.3,61,16.9333333333333,23.8,74.29,103,10.3,1,0,"Feather",71,1.8709303583487,1.37657695705651,2.01283722470517,1.01283722470517
"135",135,57.6,45.3,12.9666666666667,15.2,37.76,294.296545806658,10.1,2,1,"Feather",71,1.57703198562603,1.18184358794477,2.46878516476386,1.00432137378264
"136",136,53,47.4,10.4666666666667,11.7,26.44,80.095,8.3,2,1,"Feather",59,1.4222614508136,1.06818586174616,1.90360540571987,0.919078092376074
"137",137,55.8,59,6.5,7.5,17.76,53.9,4.4,5,2,"Feather",78,1.24944296144258,0.8750612633917,1.73158876518674,0.643452676486187
"138",138,56.1,65.7,16.7,21.9,59.42,36.4503287632756,5.1,1,0,"Feather",63,1.77393264746765,1.34044411484012,1.5617014497852,0.707570176097936
"139",139,45.3,64.6,6.8,9.2,17.7,112.5,6,4,2,"Feather",58,1.24797326636181,0.963787827345555,2.05115252244738,0.778151250383644
"140",140,65.7,62.6,19.8333333333333,30.3,96.19,97.825,6.5,2,2,"Feather",108,1.9831299247347,1.48144262850231,1.99044985657272,0.812913356642856
"141",141,33.2,21.4,4.36666666666667,4.7,3.49,4.5238934211693,1.8,2,1,"Feather",89,0.54282542695918,0.672097857935718,0.655512364789383,0.255272505103306
"142",142,54.4,32.1,6.93333333333333,8.2,10.87,39.9,6,3,2,"Feather",62,1.03622954408629,0.913813852383717,1.60097289568675,0.778151250383644
"143",143,40.7,45,10.9,16.8,17.2,84.7,12.1,5,2,"Feather",50,1.23552844690755,1.22530928172586,1.92788341033071,1.08278537031645
"144",144,47.4,42.3,10.7333333333333,11.3,25.46,85.36,4.4,5,4,"Feather",57,1.40585839931764,1.05307844348342,1.93125440641641,0.643452676486187
"145",145,49.7,36,16.2666666666667,20,29.49,29.64,7.6,5,4,"Feather",75,1.4696747725518,1.30102999566398,1.47187819930729,0.880813592280791
"146",146,33.2,43.2,6.8,7.7,8.93,44.24,5.6,5,3,"Hinge",71,0.950851458888546,0.886490725172482,1.64581511829664,0.7481880270062
"147",147,66.2,40.2,17.6666666666667,20.1,43.24,304.2,13,1,0,"Feather",73,1.63588568528127,1.30319605742049,2.48315920971698,1.11394335230684
"148",148,46,46.7,8.56666666666667,11.5,19.98,206.25,11,2,1,"Feather",55,1.30059548388996,1.06069784035361,2.31439395722196,1.04139268515823
"149",149,77.5,34.3,9.93333333333333,12.2,21.15,79.2,9,1,0,"Feather",59,1.32531037171106,1.08635983067475,1.89872518158949,0.954242509439325
"150",150,66.4,42.4,10.8666666666667,12,37.41,159.12,7.8,3,3,"Feather",65,1.57298770819821,1.07918124604762,2.20172477011638,0.89209460269048
"151",151,42.1,37.2,9.93333333333333,12.3,13.24,58.8,10.5,5,3,"Feather",75,1.12188798510368,1.0899051114394,1.76937732607614,1.02118929906994
"152",152,91,61.5,17.0666666666667,21.2,105.16,225.75,15,3,5,"Feather",79,2.02185057743432,1.32633586092875,2.35362775898554,1.17609125905568
"153",153,73.2,71.4,10.4666666666667,12.6,46.6,73.96,8.6,2,1,"Feather",66,1.66838591669,1.10037054511756,1.86899690248714,0.934498451243568
"154",154,63.4,43.8,11.9,12.5,33.14,102.565,7.3,1,0,"Feather",78,1.52035250408332,1.09691001300806,2.01099918436155,0.863322860120456
"155",155,56.8,77.2,11.8,16.8,34.12,21.08,3.1,2,1,"Feather",89,1.53300902249549,1.22530928172586,1.32387060654051,0.491361693834273
"156",156,43.5,44.8,9.73333333333333,12.2,21.06,9.56614963018092,2.1,2,1,"Feather",89,1.32345836684947,1.08635983067475,0.980737169663028,0.322219294733919
"157",157,26,33.4,5.96666666666667,9,5.52,10.6578530773034,2.3,2,2,"Feather",86,0.741939077729199,0.954242509439325,1.02766972902591,0.361727836017593
"158",158,36.5,41.7,7.55,8.55,11.1,39.25,5,3,3,"Feather",78,1.04532297878666,0.931966114728173,1.59383966108127,0.698970004336019
"159",159,35.6,19.9,7.36666666666667,10.6,5.3,2.59181393921158,1,4,2,"Feather",89,0.724275869600789,1.02530586526477,0.413603821244059,0
"160",160,41.5,43.8,9.93333333333333,12.3,15.17,13.97,2.2,3,2,"Feather",76,1.18098558078673,1.0899051114394,1.14519640611418,0.342422680822206
"161",161,23.7,40.5,5.8,8.2,4.77,41.48,6.1,4,1,"Feather",49,0.678518379040114,0.913813852383717,1.617838747717,0.785329835010767
"162",162,39,50.4,9.23333333333333,12.1,13.87,22.6,4,2,1,"Feather",85,1.14207646107328,1.08278537031645,1.3541084391474,0.602059991327962
"163",163,61.2,32.5,10.7,13.8,23.15,68.085,5.1,5,3,"Feather",74,1.36455099535397,1.13987908640124,1.83305144179853,0.707570176097936
"164",164,31.3,42.6,3.26666666666667,4.2,4.63,53.28,3.7,5,3,"Feather",74,0.665580991017953,0.6232492903979,1.72656421616224,0.568201724066995
"165",165,44.9,25.5,4.5,5.3,4.05,11.1997778100476,2.3,5,3,"Feather",71,0.607455023214668,0.724275869600789,1.04920940688202,0.361727836017593
"166",166,56.3,36.4,9.5,10.4,19.39,29.76,6.4,5,3,"Feather",60,1.28757780907871,1.01703333929878,1.47363292687384,0.806179973983887
"167",167,61.5,25.6,11.2,12.5,19.68,150.75,6.7,5,3,"Feather",75,1.29402509409532,1.09691001300806,2.17825732081219,0.826074802700826
"168",168,74.1,63.2,12.8666666666667,17.4,51.96,47.58,5.2,5,4,"Feather",84,1.71566914240099,1.2405492482826,1.67742443770125,0.716003343634799
"169",169,41.1,49.4,5,5.5,11.74,37.8,3.6,5,3,"Feather",72,1.0696680969116,0.740362689494244,1.57749179983723,0.556302500767287
"170",170,36.7,37.3,7.26666666666667,9.5,8.34,14.405,4.3,5,2,"Feather",72,0.921166050637739,0.977723605288848,1.15851326261643,0.633468455579587
"171",171,62.3,39.2,9.86666666666667,13.6,27.54,196.88,9.2,3,3,"Feather",79,1.4399639359209,1.13353890837022,2.29420160069475,0.963787827345555
"172",172,75.8,41.1,19.6,24.9,52.98,82.08,10.8,4,4,"Feather",70,1.72411195396121,1.39619934709574,1.91423734776774,1.03342375548695
"173",173,38.2,34.4,8.56666666666667,10.9,9.98,109.2,11.2,3,1,"Hinge",63,0.999130541287371,1.03742649794062,2.03822263836872,1.04921802267018
"174",174,49.8,39.2,5.33333333333333,6.8,10.47,57.2,5.2,3,2,"Feather",64,1.01994668167884,0.832508912706236,1.75739602879302,0.716003343634799
"175",175,58.9,37.9,6.5,7.5,7.43,14.74,2.2,2,1,"Feather",70,0.870988813760575,0.8750612633917,1.16849748352303,0.342422680822206
